Date,Submitter,Ticket ID,Ticket Category,First Response Time Minutes,First Resolution Time Minutes,Full Resolution Time Minutes,Satisfaction Score
4/5/2024,Customer_763,TCK100404,Billing,10,636,2245,Good
4/5/2024,Customer_563,TCK103399,Service Request,134,12,2618,Good
4/5/2024,Customer_688,TCK103404,Billing,75,70,3756,Good
4/5/2024,Customer_52,TCK103946,Billing,59,1361,2110,Good
5/5/2024,Customer_108,TCK103371,Billing,44,1237,1633,Bad
5/5/2024,Customer_549,TCK100812,Service Request,3,874,1429,Good
5/5/2024,Customer_710,TCK100899,General Inquiry,100,647,3441,Good
5/5/2024,Customer_265,TCK100636,Service Request,170,1325,1631,Good
5/5/2024,Customer_69,TCK101992,Complaint,144,880,2722,Good
5/5/2024,Customer_220,TCK104242,General Inquiry,163,186,2670,Good
5/5/2024,Customer_374,TCK103530,Technical,156,977,4196,Good
6/5/2024,Customer_493,TCK103562,General Inquiry,149,704,812,Good
6/5/2024,Customer_283,TCK103246,Service Request,118,763,3909,Good
6/5/2024,Customer_379,TCK104573,Billing,23,865,4040,Good
6/5/2024,Customer_663,TCK101119,General Inquiry,105,1302,1004,Bad
6/5/2024,Customer_7,TCK104381,Technical,233,678,1746,Bad
6/5/2024,Customer_162,TCK103320,Service Request,19,634,2639,Good
6/5/2024,Customer_166,TCK100438,General Inquiry,33,723,3732,Good
6/5/2024,Customer_37,TCK101842,General Inquiry,6,972,3539,Good
6/5/2024,Customer_117,TCK103134,Technical,31,800,1999,Bad
7/5/2024,Customer_628,TCK100363,General Inquiry,6,894,669,Good
7/5/2024,Customer_195,TCK104192,Account,84,281,1870,Good
7/5/2024,Customer_39,TCK101285,Billing,47,772,1933,Bad
7/5/2024,Customer_112,TCK102377,Service Request,84,683,476,Good
7/5/2024,Customer_189,TCK103560,Complaint,17,527,237,Good
7/5/2024,Customer_371,TCK104275,Complaint,107,50,2931,Bad
7/5/2024,Customer_301,TCK102647,General Inquiry,123,703,1831,Bad
7/5/2024,Customer_728,TCK101308,Technical,39,114,4124,Bad
8/5/2024,Customer_398,TCK102655,Technical,127,931,1866,Bad
8/5/2024,Customer_409,TCK102977,Technical,42,224,3684,Good
8/5/2024,Customer_693,TCK104491,Account,117,1111,3343,Good
8/5/2024,Customer_103,TCK102491,Account,43,746,1529,Good
8/5/2024,Customer_219,TCK102965,Billing,236,1111,4245,Bad
8/5/2024,Customer_366,TCK102012,Complaint,140,818,742,Bad
8/5/2024,Customer_602,TCK104474,Account,98,687,191,Good
8/5/2024,Customer_383,TCK103998,General Inquiry,74,281,2526,Good
8/5/2024,Customer_671,TCK100100,Technical,55,328,3325,Bad
9/5/2024,Customer_76,TCK101090,General Inquiry,40,974,2829,Good
9/5/2024,Customer_568,TCK102389,Billing,170,1100,2946,Good
9/5/2024,Customer_251,TCK101705,Complaint,7,755,391,Good
9/5/2024,Customer_771,TCK101926,Service Request,111,1423,2108,Bad
9/5/2024,Customer_661,TCK101336,Complaint,11,910,2796,Good
9/5/2024,Customer_482,TCK102257,Complaint,167,73,599,Good
9/5/2024,Customer_532,TCK102352,Complaint,137,37,2702,Good
9/5/2024,Customer_104,TCK100219,Complaint,3,99,859,Good
9/5/2024,Customer_10,TCK102492,Technical,65,88,2993,Bad
10/5/2024,Customer_678,TCK103016,Service Request,31,659,3380,Bad
10/5/2024,Customer_74,TCK100279,General Inquiry,154,232,3450,Good
10/5/2024,Customer_413,TCK100043,Service Request,82,294,3470,Good
10/5/2024,Customer_20,TCK101449,Billing,27,735,259,Good
10/5/2024,Customer_171,TCK100016,Technical,68,1209,2028,Good
10/5/2024,Customer_791,TCK102849,Technical,143,771,211,Bad
10/5/2024,Customer_511,TCK101383,Complaint,67,717,3634,Good
10/5/2024,Customer_197,TCK102991,Billing,189,412,3482,Good
11/5/2024,Customer_692,TCK100625,Service Request,207,109,1510,Good
11/5/2024,Customer_251,TCK101028,Account,201,772,3856,Good
11/5/2024,Customer_509,TCK102695,Service Request,149,1368,514,Good
11/5/2024,Customer_339,TCK102692,Technical,103,698,2461,Good
11/5/2024,Customer_555,TCK103182,Complaint,178,42,2053,Good
11/5/2024,Customer_413,TCK104053,General Inquiry,220,365,2639,Good
12/5/2024,Customer_613,TCK101118,General Inquiry,28,417,959,Good
12/5/2024,Customer_345,TCK100801,Account,122,739,2377,Bad
12/5/2024,Customer_25,TCK101949,Technical,78,66,4221,Good
12/5/2024,Customer_497,TCK100591,Technical,81,637,1411,Bad
12/5/2024,Customer_273,TCK102098,Account,114,1096,3160,Good
12/5/2024,Customer_383,TCK101618,Service Request,123,318,1635,Good
13/5/2024,Customer_506,TCK100657,Service Request,7,624,2549,Good
13/5/2024,Customer_575,TCK101101,Service Request,48,340,3793,Good
13/5/2024,Customer_521,TCK102343,Billing,227,657,423,Good
13/5/2024,Customer_227,TCK104330,Complaint,18,935,1185,Good
13/5/2024,Customer_75,TCK103796,General Inquiry,12,922,951,Good
14/5/2024,Customer_471,TCK100309,Account,90,408,1878,Good
14/5/2024,Customer_500,TCK100116,Billing,211,266,153,Good
14/5/2024,Customer_214,TCK104470,Billing,210,820,1516,Good
15/5/2024,Customer_436,TCK102650,Account,189,1239,181,Bad
15/5/2024,Customer_436,TCK103222,General Inquiry,77,231,1705,Good
16/5/2024,Customer_281,TCK101142,Billing,208,799,343,Good
16/5/2024,Customer_17,TCK104362,Account,114,1353,4044,Good
16/5/2024,Customer_102,TCK101430,Technical,212,301,969,Good
16/5/2024,Customer_504,TCK101010,General Inquiry,51,942,249,Bad
16/5/2024,Customer_237,TCK104582,Service Request,163,805,924,Good
16/5/2024,Customer_397,TCK102762,Technical,42,436,523,Good
16/5/2024,Customer_199,TCK103676,Account,190,1376,2438,Bad
16/5/2024,Customer_190,TCK100943,Technical,206,936,179,Good
16/5/2024,Customer_101,TCK104515,Technical,231,424,1577,Good
16/5/2024,Customer_515,TCK103970,Account,192,1399,1642,Bad
17/5/2024,Customer_120,TCK102545,Billing,23,1226,3647,Good
17/5/2024,Customer_771,TCK103768,General Inquiry,78,197,2072,Good
17/5/2024,Customer_180,TCK100802,Service Request,88,1255,3738,Bad
17/5/2024,Customer_197,TCK102768,Technical,202,175,1955,Bad
18/5/2024,Customer_504,TCK100104,Technical,53,376,2352,Good
18/5/2024,Customer_364,TCK104464,Account,87,161,2401,Good
18/5/2024,Customer_494,TCK100983,Complaint,116,1276,1310,Good
18/5/2024,Customer_429,TCK103935,General Inquiry,107,627,884,Bad
18/5/2024,Customer_589,TCK103449,Complaint,207,236,3132,Bad
18/5/2024,Customer_667,TCK103440,General Inquiry,16,1233,3171,Bad
19/5/2024,Customer_377,TCK104246,Complaint,142,128,815,Good
19/5/2024,Customer_438,TCK101505,Service Request,239,36,1839,Bad
19/5/2024,Customer_171,TCK100976,Account,74,935,3679,Good
19/5/2024,Customer_268,TCK103471,General Inquiry,213,124,1297,Good
19/5/2024,Customer_412,TCK104493,Service Request,37,1100,3458,Good
20/5/2024,Customer_301,TCK103557,Billing,109,1416,2081,Good
20/5/2024,Customer_441,TCK101188,Technical,45,634,2134,Good
20/5/2024,Customer_63,TCK104593,Complaint,238,667,212,Good
20/5/2024,Customer_482,TCK102118,Complaint,171,406,2107,Good
20/5/2024,Customer_690,TCK102161,Billing,191,1379,341,Good
20/5/2024,Customer_232,TCK101471,Billing,115,1105,3183,Good
20/5/2024,Customer_29,TCK104173,Complaint,196,908,1933,Good
20/5/2024,Customer_26,TCK104266,Billing,30,1258,3664,Good
20/5/2024,Customer_465,TCK101109,Account,210,1213,1678,Good
20/5/2024,Customer_234,TCK103954,General Inquiry,189,326,484,Good
20/5/2024,Customer_448,TCK103681,Complaint,20,225,2625,Good
21/5/2024,Customer_586,TCK102842,Account,41,811,3837,Bad
21/5/2024,Customer_566,TCK101493,Billing,210,1153,613,Good
21/5/2024,Customer_277,TCK103213,Complaint,63,509,1759,Bad
21/5/2024,Customer_560,TCK103080,Technical,187,1179,4056,Good
22/5/2024,Customer_248,TCK101042,Service Request,109,694,3820,Good
22/5/2024,Customer_785,TCK103056,Billing,75,742,2175,Good
22/5/2024,Customer_708,TCK102326,General Inquiry,62,1439,3466,Good
22/5/2024,Customer_785,TCK100395,Service Request,77,1004,3467,Good
22/5/2024,Customer_104,TCK100678,Account,6,1336,3221,Good
22/5/2024,Customer_547,TCK102078,Technical,154,1298,3614,Good
22/5/2024,Customer_761,TCK101811,Billing,94,259,3689,Bad
22/5/2024,Customer_676,TCK103846,Technical,136,493,1903,Good
23/5/2024,Customer_279,TCK100581,Billing,8,1038,3618,Good
23/5/2024,Customer_42,TCK102889,General Inquiry,232,1114,3391,Bad
23/5/2024,Customer_458,TCK100237,Complaint,213,436,269,Good
23/5/2024,Customer_500,TCK100572,Technical,169,525,2994,Good
23/5/2024,Customer_785,TCK101200,Service Request,13,1179,1891,Good
23/5/2024,Customer_222,TCK102129,Complaint,56,498,4217,Bad
23/5/2024,Customer_442,TCK100263,General Inquiry,48,890,131,Good
24/5/2024,Customer_503,TCK101927,Technical,108,257,2611,Good
24/5/2024,Customer_508,TCK102027,Technical,85,417,3588,Bad
24/5/2024,Customer_494,TCK100705,Technical,228,211,3452,Good
24/5/2024,Customer_105,TCK100750,Billing,235,1101,1405,Good
24/5/2024,Customer_495,TCK101044,Service Request,198,228,2125,Good
24/5/2024,Customer_448,TCK100901,Technical,165,97,646,Good
24/5/2024,Customer_490,TCK101547,Billing,56,586,628,Bad
25/5/2024,Customer_24,TCK102187,Complaint,51,1232,2778,Bad
25/5/2024,Customer_588,TCK100724,Service Request,3,1007,2497,Good
25/5/2024,Customer_658,TCK101307,Service Request,104,992,4219,Bad
25/5/2024,Customer_631,TCK102744,Complaint,143,1154,2573,Good
25/5/2024,Customer_75,TCK101497,Service Request,72,561,2152,Good
25/5/2024,Customer_384,TCK100910,Complaint,148,750,3983,Good
26/5/2024,Customer_523,TCK103484,General Inquiry,42,390,3346,Good
26/5/2024,Customer_791,TCK102034,General Inquiry,201,405,172,Bad
26/5/2024,Customer_343,TCK101852,Billing,77,828,3153,Good
26/5/2024,Customer_722,TCK104574,Technical,107,1027,3878,Good
26/5/2024,Customer_304,TCK101599,General Inquiry,216,1152,3058,Good
26/5/2024,Customer_791,TCK104061,Service Request,227,597,3436,Bad
26/5/2024,Customer_374,TCK101255,General Inquiry,130,733,3203,Good
26/5/2024,Customer_642,TCK103513,General Inquiry,108,889,3395,Bad
26/5/2024,Customer_508,TCK100249,General Inquiry,171,676,2000,Good
27/5/2024,Customer_620,TCK103363,Service Request,123,617,4017,Good
27/5/2024,Customer_607,TCK101179,Complaint,128,1264,3916,Good
27/5/2024,Customer_443,TCK102835,General Inquiry,154,421,1809,Good
27/5/2024,Customer_146,TCK104322,Technical,215,648,1158,Good
27/5/2024,Customer_795,TCK101361,General Inquiry,150,948,593,Good
27/5/2024,Customer_304,TCK100250,General Inquiry,57,1066,2750,Good
27/5/2024,Customer_271,TCK102525,Billing,26,367,4109,Good
28/5/2024,Customer_274,TCK102566,Account,25,1415,3492,Good
28/5/2024,Customer_390,TCK100663,General Inquiry,136,525,774,Good
28/5/2024,Customer_105,TCK102299,Service Request,21,188,2844,Bad
28/5/2024,Customer_396,TCK101343,Complaint,110,369,1946,Good
28/5/2024,Customer_634,TCK102248,Complaint,184,1297,2553,Good
28/5/2024,Customer_637,TCK103743,Service Request,105,581,175,Good
28/5/2024,Customer_612,TCK102406,Technical,201,750,3460,Bad
28/5/2024,Customer_480,TCK102601,Service Request,218,191,4140,Good
29/5/2024,Customer_276,TCK100405,Service Request,29,688,915,Good
30/5/2024,Customer_604,TCK104399,Billing,51,248,1542,Bad
30/5/2024,Customer_302,TCK104224,Billing,158,892,3599,Bad
30/5/2024,Customer_330,TCK102004,Technical,47,1337,2940,Good
30/5/2024,Customer_109,TCK100580,General Inquiry,167,1002,1400,Good
30/5/2024,Customer_356,TCK100258,Complaint,37,1273,252,Good
30/5/2024,Customer_737,TCK101253,Billing,171,967,2102,Bad
31/5/2024,Customer_26,TCK101445,Account,183,1432,118,Good
31/5/2024,Customer_665,TCK100281,Service Request,14,1279,3284,Good
31/5/2024,Customer_466,TCK101884,Complaint,9,1287,1067,Good
31/5/2024,Customer_372,TCK102174,Technical,232,1122,2737,Bad
1/6/2024,Customer_460,TCK104147,Complaint,34,450,2043,Bad
1/6/2024,Customer_113,TCK100297,Account,21,1273,1091,Good
1/6/2024,Customer_36,TCK101315,General Inquiry,155,718,3749,Bad
1/6/2024,Customer_622,TCK101751,General Inquiry,146,401,3866,Good
1/6/2024,Customer_149,TCK104503,Service Request,18,1176,4057,Bad
1/6/2024,Customer_204,TCK103266,Complaint,34,1094,953,Good
1/6/2024,Customer_467,TCK101517,Service Request,222,664,650,Good
2/6/2024,Customer_452,TCK103092,Account,194,734,2952,Good
2/6/2024,Customer_611,TCK102177,Complaint,71,963,3292,Good
2/6/2024,Customer_158,TCK104347,Account,136,1067,2889,Bad
2/6/2024,Customer_355,TCK101369,Billing,220,1343,2722,Bad
2/6/2024,Customer_507,TCK104313,Service Request,25,1278,314,Bad
2/6/2024,Customer_500,TCK102095,Service Request,187,1029,1038,Good
2/6/2024,Customer_356,TCK102699,Service Request,202,485,3394,Good
2/6/2024,Customer_313,TCK103941,General Inquiry,79,1341,1649,Bad
2/6/2024,Customer_13,TCK102907,Technical,217,1230,629,Bad
2/6/2024,Customer_246,TCK100766,Complaint,76,72,1338,Bad
2/6/2024,Customer_208,TCK103660,Account,39,509,3114,Good
2/6/2024,Customer_112,TCK100458,General Inquiry,133,1001,979,Good
2/6/2024,Customer_26,TCK104048,Service Request,102,71,476,Good
2/6/2024,Customer_100,TCK104022,General Inquiry,137,1272,3604,Bad
3/6/2024,Customer_576,TCK103986,General Inquiry,62,295,1900,Good
3/6/2024,Customer_326,TCK103392,Complaint,126,832,243,Good
3/6/2024,Customer_88,TCK100373,Complaint,149,258,1601,Good
3/6/2024,Customer_340,TCK102434,General Inquiry,14,565,2443,Good
4/6/2024,Customer_70,TCK101965,Technical,131,1254,3502,Bad
4/6/2024,Customer_743,TCK103976,Billing,118,254,4111,Bad
4/6/2024,Customer_434,TCK103044,Account,220,599,1712,Good
4/6/2024,Customer_412,TCK103341,Account,68,559,3395,Good
4/6/2024,Customer_243,TCK103783,Billing,136,777,1675,Bad
4/6/2024,Customer_677,TCK101173,Billing,159,1332,797,Bad
4/6/2024,Customer_21,TCK102126,General Inquiry,96,393,106,Bad
4/6/2024,Customer_704,TCK102408,Complaint,13,1096,1105,Good
4/6/2024,Customer_595,TCK103020,Complaint,177,302,439,Bad
5/6/2024,Customer_358,TCK103669,Service Request,45,1171,3739,Good
5/6/2024,Customer_431,TCK101086,Service Request,127,677,464,Good
5/6/2024,Customer_262,TCK101083,Billing,104,842,2877,Bad
5/6/2024,Customer_235,TCK100095,Billing,112,1117,2836,Good
5/6/2024,Customer_310,TCK103828,General Inquiry,58,712,2452,Good
5/6/2024,Customer_405,TCK101065,Complaint,18,993,3767,Good
5/6/2024,Customer_443,TCK101703,Technical,47,287,2781,Good
6/6/2024,Customer_505,TCK101281,Complaint,163,230,937,Good
6/6/2024,Customer_52,TCK102339,Technical,96,1316,2949,Good
6/6/2024,Customer_532,TCK100342,Billing,220,489,514,Good
7/6/2024,Customer_387,TCK102146,Technical,109,1208,1783,Good
7/6/2024,Customer_143,TCK102723,Service Request,124,713,451,Good
7/6/2024,Customer_665,TCK102052,Billing,187,988,3267,Good
7/6/2024,Customer_99,TCK103880,General Inquiry,217,887,1778,Good
7/6/2024,Customer_589,TCK101877,General Inquiry,172,1264,3840,Good
7/6/2024,Customer_755,TCK101078,General Inquiry,33,871,4244,Good
7/6/2024,Customer_627,TCK101444,Billing,86,562,231,Good
8/6/2024,Customer_734,TCK100153,Billing,49,1186,1779,Good
8/6/2024,Customer_573,TCK100273,Billing,84,1117,3035,Good
8/6/2024,Customer_428,TCK100493,Complaint,94,1071,2699,Good
8/6/2024,Customer_276,TCK103815,Complaint,79,1110,2180,Good
8/6/2024,Customer_559,TCK102205,Technical,107,17,699,Good
8/6/2024,Customer_82,TCK102572,General Inquiry,86,1217,1573,Good
8/6/2024,Customer_306,TCK102247,Technical,63,186,266,Good
8/6/2024,Customer_85,TCK103635,Complaint,1,569,3300,Bad
8/6/2024,Customer_722,TCK101550,Complaint,28,216,708,Good
9/6/2024,Customer_288,TCK100303,General Inquiry,218,1063,1150,Good
9/6/2024,Customer_576,TCK102857,Complaint,239,921,2224,Bad
9/6/2024,Customer_42,TCK101460,Service Request,24,844,389,Good
9/6/2024,Customer_288,TCK101167,Billing,156,1105,774,Good
9/6/2024,Customer_721,TCK100360,Technical,239,224,215,Good
9/6/2024,Customer_788,TCK102046,Billing,152,1178,2750,Good
9/6/2024,Customer_168,TCK101982,Billing,161,474,3334,Good
9/6/2024,Customer_364,TCK102750,Complaint,170,172,3658,Good
9/6/2024,Customer_506,TCK104412,Complaint,187,840,2459,Good
9/6/2024,Customer_794,TCK100025,Technical,180,1308,500,Bad
9/6/2024,Customer_582,TCK102303,Complaint,185,1197,584,Good
9/6/2024,Customer_143,TCK103916,Complaint,73,330,1638,Good
10/6/2024,Customer_523,TCK103590,Service Request,193,315,2490,Good
10/6/2024,Customer_321,TCK101218,General Inquiry,106,38,3375,Good
10/6/2024,Customer_175,TCK101725,Technical,173,1326,1775,Bad
10/6/2024,Customer_732,TCK102983,Billing,4,708,576,Good
10/6/2024,Customer_599,TCK103736,Complaint,223,884,65,Good
10/6/2024,Customer_443,TCK104136,Billing,184,437,2493,Good
10/6/2024,Customer_443,TCK102720,General Inquiry,173,1354,3331,Good
10/6/2024,Customer_92,TCK103191,Complaint,13,571,3065,Good
10/6/2024,Customer_221,TCK100076,Technical,171,1031,3398,Bad
11/6/2024,Customer_395,TCK103507,Complaint,58,1013,2969,Bad
11/6/2024,Customer_691,TCK101726,Technical,8,1064,3076,Good
11/6/2024,Customer_664,TCK101930,Billing,50,1357,383,Good
11/6/2024,Customer_129,TCK102809,Technical,25,1306,2942,Good
11/6/2024,Customer_156,TCK100592,Billing,101,634,3157,Bad
11/6/2024,Customer_678,TCK100300,Service Request,33,527,3719,Good
11/6/2024,Customer_82,TCK103541,Account,91,621,3465,Bad
12/6/2024,Customer_531,TCK104363,General Inquiry,123,221,1696,Good
12/6/2024,Customer_384,TCK102359,Service Request,32,27,4253,Good
12/6/2024,Customer_760,TCK102944,Account,208,1071,979,Bad
12/6/2024,Customer_609,TCK102462,Technical,216,520,3449,Bad
12/6/2024,Customer_619,TCK104076,General Inquiry,112,646,3361,Bad
12/6/2024,Customer_420,TCK104424,Technical,94,1413,1387,Good
12/6/2024,Customer_728,TCK103463,Service Request,96,385,3340,Bad
13/6/2024,Customer_624,TCK100612,Complaint,19,76,3830,Good
13/6/2024,Customer_793,TCK101247,Account,61,258,2624,Good
13/6/2024,Customer_107,TCK103457,Complaint,176,376,868,Good
13/6/2024,Customer_76,TCK101022,Service Request,105,704,939,Good
13/6/2024,Customer_486,TCK103423,Complaint,220,1272,1098,Good
13/6/2024,Customer_345,TCK101960,Account,123,543,4120,Good
13/6/2024,Customer_180,TCK102844,Billing,117,831,2894,Good
14/6/2024,Customer_523,TCK104373,Technical,196,286,2003,Good
14/6/2024,Customer_588,TCK101807,Service Request,105,1228,3194,Good
14/6/2024,Customer_283,TCK103731,Technical,174,551,459,Good
14/6/2024,Customer_444,TCK101775,General Inquiry,128,1400,1981,Good
14/6/2024,Customer_739,TCK100794,General Inquiry,29,875,516,Good
14/6/2024,Customer_589,TCK104311,Technical,161,129,684,Good
15/6/2024,Customer_783,TCK100047,Complaint,81,388,2180,Good
15/6/2024,Customer_1,TCK100631,Technical,67,333,544,Good
15/6/2024,Customer_95,TCK102185,Billing,185,881,1926,Good
15/6/2024,Customer_173,TCK104164,Complaint,239,805,1408,Bad
15/6/2024,Customer_310,TCK102231,General Inquiry,113,549,677,Good
15/6/2024,Customer_349,TCK102220,Service Request,101,580,1498,Good
16/6/2024,Customer_238,TCK100605,Service Request,176,450,3549,Good
16/6/2024,Customer_489,TCK101601,Billing,28,187,1470,Good
16/6/2024,Customer_761,TCK104204,Account,6,1366,943,Good
16/6/2024,Customer_164,TCK101325,Technical,68,975,418,Good
16/6/2024,Customer_608,TCK100993,General Inquiry,103,1431,87,Good
16/6/2024,Customer_224,TCK100506,Complaint,114,78,1534,Good
16/6/2024,Customer_612,TCK103250,Complaint,97,279,2843,Good
17/6/2024,Customer_652,TCK104110,General Inquiry,194,656,1704,Bad
17/6/2024,Customer_715,TCK102560,Service Request,84,712,2814,Good
18/6/2024,Customer_519,TCK103406,Account,170,64,1353,Good
18/6/2024,Customer_134,TCK104393,General Inquiry,26,677,3813,Good
18/6/2024,Customer_94,TCK100606,Billing,121,1071,525,Bad
18/6/2024,Customer_644,TCK101565,Service Request,88,866,4231,Good
18/6/2024,Customer_530,TCK101611,Complaint,221,1218,3449,Bad
18/6/2024,Customer_471,TCK103980,Billing,86,223,4047,Good
18/6/2024,Customer_742,TCK101467,Technical,206,594,1324,Good
19/6/2024,Customer_675,TCK103978,Technical,64,1323,218,Good
19/6/2024,Customer_547,TCK103777,General Inquiry,61,419,3916,Good
19/6/2024,Customer_440,TCK101450,General Inquiry,7,315,3582,Good
19/6/2024,Customer_40,TCK100149,General Inquiry,210,1322,4265,Good
20/6/2024,Customer_204,TCK103342,Complaint,206,252,1290,Good
20/6/2024,Customer_79,TCK102588,Account,91,969,4300,Good
20/6/2024,Customer_783,TCK100991,Technical,56,349,4157,Good
20/6/2024,Customer_593,TCK102259,General Inquiry,65,27,170,Bad
20/6/2024,Customer_296,TCK100340,Service Request,195,517,389,Bad
20/6/2024,Customer_508,TCK101387,Billing,72,408,3963,Good
20/6/2024,Customer_172,TCK102156,Service Request,157,1246,1207,Good
21/6/2024,Customer_129,TCK103735,Technical,8,166,1760,Bad
21/6/2024,Customer_543,TCK102375,Technical,48,661,264,Good
21/6/2024,Customer_313,TCK100966,Technical,204,408,1302,Good
21/6/2024,Customer_568,TCK100662,Billing,97,375,917,Good
21/6/2024,Customer_130,TCK102460,Account,90,749,3164,Good
21/6/2024,Customer_783,TCK100638,Account,168,493,1872,Bad
21/6/2024,Customer_352,TCK103990,Service Request,109,793,1857,Good
21/6/2024,Customer_636,TCK103102,Technical,183,390,791,Good
21/6/2024,Customer_716,TCK102505,Account,76,373,1350,Good
22/6/2024,Customer_445,TCK103169,Complaint,10,674,197,Good
22/6/2024,Customer_196,TCK103267,Complaint,24,303,3652,Bad
22/6/2024,Customer_498,TCK100603,Account,175,522,4148,Good
23/6/2024,Customer_770,TCK104184,Account,112,197,858,Good
23/6/2024,Customer_354,TCK104589,Complaint,69,368,2989,Good
23/6/2024,Customer_394,TCK103695,Complaint,86,756,730,Bad
23/6/2024,Customer_309,TCK104583,Technical,145,608,1545,Bad
23/6/2024,Customer_483,TCK103793,Complaint,76,1424,2425,Good
23/6/2024,Customer_509,TCK102019,Billing,233,1189,1239,Bad
23/6/2024,Customer_107,TCK101206,Complaint,182,760,3563,Good
24/6/2024,Customer_234,TCK100379,Account,12,711,490,Good
24/6/2024,Customer_520,TCK101577,Complaint,197,1000,3723,Good
24/6/2024,Customer_344,TCK104372,Technical,93,529,2670,Good
24/6/2024,Customer_309,TCK103033,Technical,195,244,1872,Good
25/6/2024,Customer_766,TCK100559,Account,120,796,2590,Good
25/6/2024,Customer_388,TCK101168,Billing,98,1011,2557,Good
25/6/2024,Customer_375,TCK100727,General Inquiry,210,1117,3693,Bad
25/6/2024,Customer_788,TCK103683,Complaint,38,587,3861,Bad
25/6/2024,Customer_260,TCK104510,Account,106,762,391,Good
25/6/2024,Customer_542,TCK102875,Account,80,670,3701,Good
26/6/2024,Customer_288,TCK100700,Technical,83,1235,3307,Good
26/6/2024,Customer_783,TCK102933,Account,44,1393,2758,Good
26/6/2024,Customer_455,TCK102858,Account,7,871,2102,Bad
26/6/2024,Customer_495,TCK103637,Service Request,160,208,2981,Good
26/6/2024,Customer_386,TCK101223,Service Request,122,1327,3699,Good
26/6/2024,Customer_525,TCK102001,Account,108,1122,53,Bad
27/6/2024,Customer_728,TCK104235,Account,186,321,3855,Bad
27/6/2024,Customer_25,TCK101054,Account,37,605,2110,Bad
27/6/2024,Customer_221,TCK103181,Service Request,86,1334,3363,Bad
27/6/2024,Customer_582,TCK101160,General Inquiry,168,1106,99,Bad
28/6/2024,Customer_171,TCK102316,Billing,191,696,1587,Good
28/6/2024,Customer_441,TCK101164,Technical,91,814,1317,Bad
28/6/2024,Customer_525,TCK100482,Account,106,839,3376,Good
29/6/2024,Customer_538,TCK100353,Service Request,199,441,4298,Good
29/6/2024,Customer_753,TCK104089,General Inquiry,21,1283,1704,Bad
29/6/2024,Customer_794,TCK104083,Technical,51,346,205,Good
30/6/2024,Customer_96,TCK101248,Complaint,174,530,2514,Bad
30/6/2024,Customer_701,TCK102814,Service Request,214,417,2539,Bad
30/6/2024,Customer_116,TCK101161,Service Request,97,1183,2278,Good
30/6/2024,Customer_477,TCK102794,General Inquiry,11,144,1610,Good
30/6/2024,Customer_21,TCK101135,Service Request,144,1036,1121,Good
30/6/2024,Customer_367,TCK100630,Technical,202,837,3274,Good
30/6/2024,Customer_536,TCK103774,Complaint,112,1426,3914,Good
1/7/2024,Customer_404,TCK102581,Service Request,146,1009,2422,Bad
1/7/2024,Customer_197,TCK100816,Complaint,190,328,565,Good
1/7/2024,Customer_422,TCK102740,Account,94,424,1806,Good
1/7/2024,Customer_777,TCK103624,Service Request,166,353,3821,Good
1/7/2024,Customer_79,TCK102469,Technical,214,1144,3655,Bad
1/7/2024,Customer_211,TCK102441,Complaint,91,540,1651,Good
1/7/2024,Customer_472,TCK102742,Billing,6,1335,3422,Bad
1/7/2024,Customer_211,TCK101451,Technical,131,968,84,Good
1/7/2024,Customer_118,TCK103238,Account,105,1353,738,Good
1/7/2024,Customer_215,TCK104186,Account,137,829,2703,Bad
2/7/2024,Customer_623,TCK101998,Service Request,169,1047,3156,Good
2/7/2024,Customer_46,TCK103599,Technical,223,1080,3402,Good
2/7/2024,Customer_27,TCK100229,Account,199,61,2700,Good
2/7/2024,Customer_712,TCK100803,General Inquiry,232,340,1952,Good
2/7/2024,Customer_640,TCK103478,Service Request,88,425,714,Good
3/7/2024,Customer_84,TCK104466,General Inquiry,94,234,1450,Good
3/7/2024,Customer_788,TCK101995,Service Request,92,1407,644,Good
3/7/2024,Customer_725,TCK104119,Complaint,29,793,1744,Good
4/7/2024,Customer_111,TCK100587,Complaint,107,658,3249,Good
4/7/2024,Customer_765,TCK102652,Technical,155,467,4204,Bad
4/7/2024,Customer_245,TCK101898,Technical,77,630,3588,Good
5/7/2024,Customer_215,TCK101506,Billing,180,82,2236,Good
5/7/2024,Customer_351,TCK100241,Billing,156,1279,3309,Good
5/7/2024,Customer_558,TCK101349,Technical,231,590,1385,Good
5/7/2024,Customer_474,TCK103964,Complaint,215,662,2288,Good
5/7/2024,Customer_53,TCK104446,General Inquiry,137,918,229,Good
6/7/2024,Customer_526,TCK102797,General Inquiry,167,13,503,Good
6/7/2024,Customer_484,TCK103780,Complaint,156,1337,3741,Bad
6/7/2024,Customer_123,TCK102704,Service Request,30,1329,4290,Good
6/7/2024,Customer_479,TCK100091,General Inquiry,57,642,2556,Good
6/7/2024,Customer_192,TCK102724,Billing,199,657,3779,Good
6/7/2024,Customer_411,TCK103594,Account,45,456,2606,Good
6/7/2024,Customer_792,TCK103559,Technical,113,460,1000,Good
6/7/2024,Customer_496,TCK104451,Technical,19,1223,3821,Bad
6/7/2024,Customer_4,TCK103337,General Inquiry,69,640,1288,Bad
6/7/2024,Customer_147,TCK103578,Account,186,1350,1705,Good
