date,year,month,submitter,ticket_id,ticket_category,first_response_time_minutes,first_resolution_time_minutes,full_resolution_time_minutes,satisfaction_score,isfcr
5/8/2024,2024,August,Customer_653,TCK102023,Billing,163,763,270,Good,FALSE
5/8/2024,2024,August,Customer_640,TCK103836,Technical,79,807,2530,Good,FALSE
5/8/2024,2024,August,Customer_226,TCK100470,General Inquiry,219,253,3318,Bad,FALSE
5/8/2024,2024,August,Customer_550,TCK102227,General Inquiry,232,782,3411,Bad,FALSE
5/8/2024,2024,August,Customer_727,TCK100132,Billing,220,76,1002,Bad,FALSE
5/8/2024,2024,August,Customer_79,TCK101531,General Inquiry,220,211,275,Good,FALSE
5/8/2024,2024,August,Customer_253,TCK101108,Billing,28,997,1488,Bad,FALSE
5/8/2024,2024,August,Customer_182,TCK103021,General Inquiry,114,1317,1946,Good,FALSE
5/8/2024,2024,August,Customer_387,TCK104284,Technical,86,1381,3391,Good,FALSE
6/8/2024,2024,August,Customer_214,TCK104316,Account,95,803,56,Good,FALSE
6/8/2024,2024,August,Customer_472,TCK103073,General Inquiry,212,408,3291,Bad,FALSE
7/8/2024,2024,August,Customer_699,TCK102165,Complaint,101,256,3230,Good,FALSE
7/8/2024,2024,August,Customer_229,TCK102549,Account,216,1039,1837,Good,FALSE
7/8/2024,2024,August,Customer_481,TCK100640,General Inquiry,163,1369,1619,Good,FALSE
7/8/2024,2024,August,Customer_135,TCK102808,Service Request,139,444,163,Good,FALSE
7/8/2024,2024,August,Customer_410,TCK102810,Complaint,35,299,870,Bad,FALSE
7/8/2024,2024,August,Customer_366,TCK100213,Service Request,234,528,191,Good,FALSE
7/8/2024,2024,August,Customer_237,TCK102964,Technical,176,221,3451,Good,FALSE
7/8/2024,2024,August,Customer_735,TCK100464,General Inquiry,76,822,1076,Good,FALSE
7/8/2024,2024,August,Customer_735,TCK102042,Billing,51,179,2385,Good,FALSE
7/8/2024,2024,August,Customer_118,TCK100341,Technical,152,1099,2253,Good,FALSE
8/8/2024,2024,August,Customer_609,TCK104058,Billing,56,1257,133,Good,FALSE
8/8/2024,2024,August,Customer_592,TCK102094,Complaint,221,1383,1481,Good,FALSE
8/8/2024,2024,August,Customer_16,TCK102421,Service Request,126,256,3182,Bad,FALSE
8/8/2024,2024,August,Customer_560,TCK102711,Account,85,952,3981,Good,FALSE
9/8/2024,2024,August,Customer_327,TCK101211,Billing,111,401,2081,Good,FALSE
9/8/2024,2024,August,Customer_62,TCK103125,Service Request,21,96,1778,Bad,FALSE
9/8/2024,2024,August,Customer_154,TCK102595,General Inquiry,220,801,984,Bad,FALSE
9/8/2024,2024,August,Customer_722,TCK101659,Technical,47,1423,4202,Good,FALSE
10/8/2024,2024,August,Customer_402,TCK103321,Account,156,381,1188,Good,FALSE
10/8/2024,2024,August,Customer_86,TCK101436,Service Request,147,388,2072,Good,FALSE
10/8/2024,2024,August,Customer_658,TCK101997,General Inquiry,6,576,2151,Good,FALSE
10/8/2024,2024,August,Customer_374,TCK101820,Technical,155,772,1081,Good,FALSE
10/8/2024,2024,August,Customer_32,TCK100483,Technical,133,1396,4249,Bad,FALSE
10/8/2024,2024,August,Customer_287,TCK100949,General Inquiry,135,1034,445,Bad,FALSE
10/8/2024,2024,August,Customer_781,TCK100589,General Inquiry,193,1001,1431,Good,FALSE
10/8/2024,2024,August,Customer_433,TCK103907,Technical,169,653,3853,Good,FALSE
10/8/2024,2024,August,Customer_759,TCK101644,Billing,38,1035,33,Good,FALSE
10/8/2024,2024,August,Customer_352,TCK102551,Service Request,81,492,3366,Bad,FALSE
11/8/2024,2024,August,Customer_556,TCK102661,Service Request,133,780,1578,Good,FALSE
11/8/2024,2024,August,Customer_274,TCK101655,Account,39,407,84,Bad,FALSE
11/8/2024,2024,August,Customer_287,TCK100725,Billing,218,904,193,Good,FALSE
11/8/2024,2024,August,Customer_33,TCK101636,Billing,179,1341,1595,Good,FALSE
11/8/2024,2024,August,Customer_508,TCK101587,Account,120,71,2534,Good,FALSE
12/8/2024,2024,August,Customer_423,TCK100973,Complaint,79,285,2108,Good,FALSE
12/8/2024,2024,August,Customer_504,TCK100215,Billing,29,647,3208,Good,FALSE
12/8/2024,2024,August,Customer_148,TCK101801,Technical,70,1261,648,Good,FALSE
12/8/2024,2024,August,Customer_437,TCK100187,Complaint,170,1081,3320,Good,FALSE
12/8/2024,2024,August,Customer_629,TCK103817,Complaint,91,637,1840,Good,FALSE
12/8/2024,2024,August,Customer_25,TCK101045,General Inquiry,229,217,642,Bad,FALSE
12/8/2024,2024,August,Customer_505,TCK100173,General Inquiry,87,213,92,Bad,FALSE
13/8/2024,2024,August,Customer_478,TCK101572,Technical,218,839,1347,Bad,FALSE
13/8/2024,2024,August,Customer_601,TCK101273,Technical,167,580,1985,Bad,FALSE
13/8/2024,2024,August,Customer_655,TCK103015,General Inquiry,82,518,3726,Good,FALSE
13/8/2024,2024,August,Customer_439,TCK103830,Technical,82,1364,622,Good,FALSE
13/8/2024,2024,August,Customer_433,TCK102576,Billing,98,485,1594,Bad,FALSE
13/8/2024,2024,August,Customer_582,TCK102196,General Inquiry,147,1145,305,Good,FALSE
13/8/2024,2024,August,Customer_721,TCK100327,Technical,230,515,3074,Good,FALSE
13/8/2024,2024,August,Customer_541,TCK101516,Service Request,147,410,626,Good,FALSE
13/8/2024,2024,August,Customer_685,TCK101530,General Inquiry,168,1160,4294,Bad,FALSE
14/8/2024,2024,August,Customer_563,TCK100292,Billing,188,1158,3024,Good,FALSE
14/8/2024,2024,August,Customer_368,TCK102997,Complaint,188,182,2320,Good,FALSE
14/8/2024,2024,August,Customer_151,TCK102928,Billing,69,1254,3898,Good,FALSE
14/8/2024,2024,August,Customer_583,TCK102477,Account,207,266,893,Good,FALSE
14/8/2024,2024,August,Customer_800,TCK101350,General Inquiry,8,830,1717,Bad,FALSE
14/8/2024,2024,August,Customer_204,TCK103752,General Inquiry,81,709,506,Good,FALSE
14/8/2024,2024,August,Customer_567,TCK101683,Account,43,868,2158,Good,FALSE
14/8/2024,2024,August,Customer_686,TCK103059,General Inquiry,195,50,3212,Good,FALSE
14/8/2024,2024,August,Customer_712,TCK100669,Complaint,117,1242,3247,Good,FALSE
14/8/2024,2024,August,Customer_192,TCK102698,Billing,202,718,2057,Good,FALSE
14/8/2024,2024,August,Customer_216,TCK103720,Billing,130,1021,3182,Good,FALSE
15/8/2024,2024,August,Customer_790,TCK102529,Service Request,90,989,2408,Good,FALSE
15/8/2024,2024,August,Customer_591,TCK103811,Service Request,170,1285,3047,Good,FALSE
15/8/2024,2024,August,Customer_399,TCK100912,Service Request,164,981,4291,Good,FALSE
15/8/2024,2024,August,Customer_530,TCK101079,General Inquiry,88,1116,2062,Good,FALSE
15/8/2024,2024,August,Customer_712,TCK103490,Technical,201,888,4254,Good,FALSE
15/8/2024,2024,August,Customer_378,TCK102820,Billing,237,506,2483,Good,FALSE
16/8/2024,2024,August,Customer_237,TCK100947,Account,202,291,986,Good,FALSE
16/8/2024,2024,August,Customer_192,TCK100667,Service Request,10,738,205,Good,FALSE
16/8/2024,2024,August,Customer_763,TCK101018,Account,60,894,552,Bad,FALSE
16/8/2024,2024,August,Customer_531,TCK101931,Complaint,14,450,3666,Good,FALSE
16/8/2024,2024,August,Customer_331,TCK101232,Complaint,82,1278,2798,Bad,FALSE
16/8/2024,2024,August,Customer_607,TCK101385,Service Request,90,30,723,Good,FALSE
16/8/2024,2024,August,Customer_724,TCK102648,Complaint,216,118,3303,Bad,FALSE
16/8/2024,2024,August,Customer_143,TCK100780,Complaint,141,513,775,Bad,FALSE
17/8/2024,2024,August,Customer_330,TCK104319,Account,46,169,4002,Good,FALSE
17/8/2024,2024,August,Customer_128,TCK102249,Complaint,55,1219,4073,Good,FALSE
17/8/2024,2024,August,Customer_13,TCK100601,Technical,21,131,839,Good,FALSE
17/8/2024,2024,August,Customer_16,TCK103781,Account,178,633,1616,Good,FALSE
17/8/2024,2024,August,Customer_193,TCK100321,Account,229,1240,2821,Good,FALSE
18/8/2024,2024,August,Customer_671,TCK103610,General Inquiry,137,641,313,Bad,FALSE
18/8/2024,2024,August,Customer_429,TCK100113,Account,42,1351,2460,Good,FALSE
18/8/2024,2024,August,Customer_523,TCK101063,General Inquiry,92,1302,1100,Good,FALSE
18/8/2024,2024,August,Customer_5,TCK100896,Account,103,1043,2734,Good,FALSE
18/8/2024,2024,August,Customer_654,TCK101924,Complaint,130,1252,1641,Good,FALSE
18/8/2024,2024,August,Customer_282,TCK102667,Complaint,89,1219,2093,Bad,FALSE
18/8/2024,2024,August,Customer_616,TCK100147,Service Request,110,530,2679,Bad,FALSE
18/8/2024,2024,August,Customer_2,TCK102425,Billing,207,631,257,Good,FALSE
18/8/2024,2024,August,Customer_384,TCK100171,Service Request,101,385,1854,Good,FALSE
19/8/2024,2024,August,Customer_215,TCK102527,Complaint,218,631,753,Good,FALSE
19/8/2024,2024,August,Customer_209,TCK102499,Account,122,897,4149,Good,FALSE
19/8/2024,2024,August,Customer_306,TCK103176,Technical,153,544,3661,Good,FALSE
20/8/2024,2024,August,Customer_161,TCK100195,Billing,138,1214,423,Good,FALSE
20/8/2024,2024,August,Customer_692,TCK103849,Account,38,801,1802,Good,FALSE
20/8/2024,2024,August,Customer_383,TCK100275,Technical,47,1118,771,Good,FALSE
20/8/2024,2024,August,Customer_462,TCK100908,Complaint,92,711,2191,Good,FALSE
20/8/2024,2024,August,Customer_423,TCK101641,General Inquiry,122,1179,1107,Good,FALSE
20/8/2024,2024,August,Customer_115,TCK100675,Billing,39,330,1650,Good,FALSE
20/8/2024,2024,August,Customer_172,TCK101654,Account,232,486,1325,Good,FALSE
20/8/2024,2024,August,Customer_281,TCK103613,Account,220,75,1393,Good,FALSE
20/8/2024,2024,August,Customer_201,TCK103232,General Inquiry,187,59,3114,Bad,FALSE
20/8/2024,2024,August,Customer_487,TCK100563,Technical,9,1152,2811,Bad,FALSE
20/8/2024,2024,August,Customer_433,TCK102599,Service Request,217,952,1524,Bad,FALSE
20/8/2024,2024,August,Customer_247,TCK100840,Technical,78,1162,165,Good,FALSE
21/8/2024,2024,August,Customer_791,TCK102675,Account,17,278,1385,Good,FALSE
21/8/2024,2024,August,Customer_515,TCK103396,General Inquiry,76,1144,533,Bad,FALSE
21/8/2024,2024,August,Customer_207,TCK100188,Account,3,277,463,Bad,FALSE
21/8/2024,2024,August,Customer_470,TCK104566,Service Request,127,451,1684,Good,FALSE
22/8/2024,2024,August,Customer_194,TCK101297,General Inquiry,124,370,2377,Good,FALSE
22/8/2024,2024,August,Customer_701,TCK100594,General Inquiry,62,16,1238,Good,FALSE
22/8/2024,2024,August,Customer_712,TCK102615,General Inquiry,162,856,668,Bad,FALSE
22/8/2024,2024,August,Customer_592,TCK103698,Service Request,53,717,2997,Bad,FALSE
22/8/2024,2024,August,Customer_274,TCK104558,Technical,193,273,1962,Bad,FALSE
22/8/2024,2024,August,Customer_679,TCK103314,Complaint,215,476,2457,Good,FALSE
22/8/2024,2024,August,Customer_114,TCK103914,Billing,5,216,4011,Good,FALSE
22/8/2024,2024,August,Customer_2,TCK103751,Billing,91,1176,1642,Good,FALSE
23/8/2024,2024,August,Customer_643,TCK102610,Technical,62,1235,238,Good,FALSE
23/8/2024,2024,August,Customer_602,TCK103721,Billing,104,75,1414,Good,FALSE
23/8/2024,2024,August,Customer_388,TCK101006,Service Request,86,903,4237,Good,FALSE
23/8/2024,2024,August,Customer_12,TCK101755,Complaint,27,456,884,Good,FALSE
23/8/2024,2024,August,Customer_726,TCK100774,Account,137,846,109,Good,FALSE
24/8/2024,2024,August,Customer_546,TCK104368,Technical,173,1249,3980,Bad,FALSE
24/8/2024,2024,August,Customer_408,TCK101292,Service Request,145,1058,2714,Good,FALSE
24/8/2024,2024,August,Customer_453,TCK100450,General Inquiry,224,427,81,Good,FALSE
24/8/2024,2024,August,Customer_216,TCK102287,Service Request,38,1000,3754,Good,FALSE
24/8/2024,2024,August,Customer_296,TCK101903,Account,78,1167,1100,Good,FALSE
25/8/2024,2024,August,Customer_588,TCK102607,General Inquiry,199,518,4040,Good,FALSE
25/8/2024,2024,August,Customer_611,TCK102363,Service Request,38,433,2084,Bad,FALSE
25/8/2024,2024,August,Customer_255,TCK102950,Billing,19,756,2809,Good,FALSE
26/8/2024,2024,August,Customer_582,TCK102333,Account,27,100,2203,Good,FALSE
26/8/2024,2024,August,Customer_472,TCK100726,Billing,218,437,3664,Bad,FALSE
26/8/2024,2024,August,Customer_399,TCK104533,Service Request,155,1135,971,Good,FALSE
26/8/2024,2024,August,Customer_563,TCK101483,General Inquiry,110,268,399,Bad,FALSE
26/8/2024,2024,August,Customer_282,TCK104595,General Inquiry,48,754,1799,Good,FALSE
26/8/2024,2024,August,Customer_171,TCK101231,Service Request,237,1438,3271,Bad,FALSE
26/8/2024,2024,August,Customer_490,TCK100852,Complaint,195,1222,3118,Good,FALSE
27/8/2024,2024,August,Customer_551,TCK103259,Service Request,74,26,1875,Good,FALSE
27/8/2024,2024,August,Customer_540,TCK104212,Billing,183,127,1731,Good,FALSE
28/8/2024,2024,August,Customer_269,TCK100142,General Inquiry,207,957,1335,Good,FALSE
28/8/2024,2024,August,Customer_616,TCK102149,Account,10,1254,2333,Good,FALSE
28/8/2024,2024,August,Customer_525,TCK103659,Service Request,30,72,68,Good,FALSE
29/8/2024,2024,August,Customer_126,TCK102498,Account,144,1189,2357,Good,FALSE
29/8/2024,2024,August,Customer_720,TCK100718,Service Request,81,1185,3317,Good,FALSE
29/8/2024,2024,August,Customer_709,TCK101799,Billing,65,453,1710,Good,FALSE
29/8/2024,2024,August,Customer_755,TCK103883,Billing,31,422,2838,Bad,FALSE
29/8/2024,2024,August,Customer_364,TCK101664,Account,105,1146,2823,Bad,FALSE
29/8/2024,2024,August,Customer_50,TCK102190,Account,81,1434,1853,Good,FALSE
29/8/2024,2024,August,Customer_272,TCK101989,Technical,206,778,2795,Good,FALSE
29/8/2024,2024,August,Customer_562,TCK104484,Account,185,287,322,Good,FALSE
29/8/2024,2024,August,Customer_567,TCK102455,Technical,89,1413,3062,Bad,FALSE
29/8/2024,2024,August,Customer_658,TCK100053,General Inquiry,142,1297,1642,Good,FALSE
30/8/2024,2024,August,Customer_650,TCK100155,Account,155,794,2452,Good,FALSE
30/8/2024,2024,August,Customer_388,TCK100944,Billing,217,351,2883,Bad,FALSE
30/8/2024,2024,August,Customer_720,TCK101525,General Inquiry,18,37,1432,Good,FALSE
30/8/2024,2024,August,Customer_57,TCK102901,Complaint,192,469,4107,Bad,FALSE
30/8/2024,2024,August,Customer_294,TCK101850,Complaint,134,623,3129,Good,FALSE
31/8/2024,2024,August,Customer_618,TCK102330,Technical,167,927,2006,Good,FALSE
31/8/2024,2024,August,Customer_199,TCK100041,Account,66,943,1563,Good,FALSE
31/8/2024,2024,August,Customer_787,TCK101149,Complaint,78,945,2775,Bad,FALSE
31/8/2024,2024,August,Customer_616,TCK101363,General Inquiry,155,282,1370,Good,FALSE
1/9/2024,2024,September,Customer_374,TCK103950,Technical,29,69,891,Good,FALSE
1/9/2024,2024,September,Customer_7,TCK104599,Billing,138,802,3856,Good,FALSE
1/9/2024,2024,September,Customer_579,TCK103400,Technical,65,413,1411,Good,FALSE
1/9/2024,2024,September,Customer_317,TCK101479,Technical,124,1130,1603,Bad,FALSE
1/9/2024,2024,September,Customer_299,TCK104178,General Inquiry,120,1068,2192,Bad,FALSE
2/9/2024,2024,September,Customer_212,TCK100378,Account,110,880,3643,Good,FALSE
2/9/2024,2024,September,Customer_410,TCK102446,Service Request,92,89,1695,Bad,FALSE
2/9/2024,2024,September,Customer_525,TCK103472,General Inquiry,51,352,3606,Good,FALSE
2/9/2024,2024,September,Customer_109,TCK101899,Service Request,54,849,1584,Bad,FALSE
3/9/2024,2024,September,Customer_106,TCK103994,Service Request,79,437,3977,Good,FALSE
3/9/2024,2024,September,Customer_42,TCK104571,Complaint,196,1230,3300,Good,FALSE
3/9/2024,2024,September,Customer_557,TCK103952,General Inquiry,168,342,3841,Bad,FALSE
3/9/2024,2024,September,Customer_238,TCK100456,Service Request,188,819,3932,Bad,FALSE
3/9/2024,2024,September,Customer_284,TCK102988,Complaint,104,844,3151,Good,FALSE
3/9/2024,2024,September,Customer_768,TCK100226,Complaint,71,490,2874,Good,FALSE
3/9/2024,2024,September,Customer_371,TCK104544,General Inquiry,21,947,4274,Good,FALSE
4/9/2024,2024,September,Customer_466,TCK104353,Service Request,238,1368,3089,Bad,FALSE
4/9/2024,2024,September,Customer_59,TCK102294,Billing,180,107,3824,Bad,FALSE
4/9/2024,2024,September,Customer_594,TCK103888,Service Request,202,401,1847,Good,FALSE
4/9/2024,2024,September,Customer_429,TCK103043,Account,134,283,2229,Bad,FALSE
4/9/2024,2024,September,Customer_144,TCK104084,Technical,161,41,1082,Good,FALSE
4/9/2024,2024,September,Customer_690,TCK104389,General Inquiry,169,63,2777,Good,FALSE
5/9/2024,2024,September,Customer_111,TCK100848,Service Request,130,826,900,Good,FALSE
5/9/2024,2024,September,Customer_661,TCK100793,Billing,237,1075,709,Good,FALSE
6/9/2024,2024,September,Customer_135,TCK101890,Complaint,40,139,387,Good,FALSE
6/9/2024,2024,September,Customer_601,TCK100767,Account,238,235,3974,Good,FALSE
6/9/2024,2024,September,Customer_73,TCK101425,Account,207,685,2942,Good,FALSE
6/9/2024,2024,September,Customer_388,TCK103263,Service Request,151,851,3890,Good,FALSE
6/9/2024,2024,September,Customer_242,TCK102824,Technical,20,906,4033,Bad,FALSE
7/9/2024,2024,September,Customer_291,TCK101576,General Inquiry,183,1093,3752,Bad,FALSE
7/9/2024,2024,September,Customer_287,TCK101969,Complaint,26,47,2056,Good,FALSE
7/9/2024,2024,September,Customer_577,TCK101470,General Inquiry,20,1081,3707,Bad,FALSE
7/9/2024,2024,September,Customer_561,TCK103072,Technical,153,467,1116,Bad,FALSE
7/9/2024,2024,September,Customer_275,TCK101831,Service Request,79,214,3966,Bad,FALSE
7/9/2024,2024,September,Customer_611,TCK101991,Technical,38,1016,3800,Good,FALSE
7/9/2024,2024,September,Customer_370,TCK100719,Complaint,132,356,2510,Good,FALSE
8/9/2024,2024,September,Customer_396,TCK104455,Account,27,703,2581,Good,FALSE
8/9/2024,2024,September,Customer_599,TCK103750,Service Request,53,430,2323,Good,FALSE
8/9/2024,2024,September,Customer_720,TCK103928,Technical,193,777,2717,Good,FALSE
8/9/2024,2024,September,Customer_206,TCK100083,Service Request,131,206,4063,Good,FALSE
8/9/2024,2024,September,Customer_308,TCK100627,General Inquiry,75,1378,1569,Good,FALSE
9/9/2024,2024,September,Customer_696,TCK100711,Billing,27,1251,1669,Bad,FALSE
9/9/2024,2024,September,Customer_492,TCK102400,Complaint,68,823,1615,Good,FALSE
9/9/2024,2024,September,Customer_668,TCK100029,Billing,184,874,971,Good,FALSE
9/9/2024,2024,September,Customer_286,TCK100600,Service Request,124,571,3971,Good,FALSE
9/9/2024,2024,September,Customer_702,TCK100863,Service Request,181,324,3701,Good,FALSE
9/9/2024,2024,September,Customer_310,TCK100514,Service Request,16,1168,1316,Good,FALSE
9/9/2024,2024,September,Customer_296,TCK100359,Service Request,216,105,4286,Good,FALSE
9/9/2024,2024,September,Customer_369,TCK102357,Service Request,22,854,1147,Good,FALSE
10/9/2024,2024,September,Customer_315,TCK100291,Technical,120,916,71,Good,FALSE
10/9/2024,2024,September,Customer_282,TCK102924,General Inquiry,135,1005,2416,Bad,FALSE
10/9/2024,2024,September,Customer_263,TCK101099,Complaint,48,678,2816,Good,FALSE
10/9/2024,2024,September,Customer_753,TCK102212,Billing,13,1082,1872,Good,FALSE
10/9/2024,2024,September,Customer_576,TCK101071,Complaint,194,989,1752,Good,FALSE
10/9/2024,2024,September,Customer_759,TCK104137,Complaint,15,452,3401,Good,FALSE
10/9/2024,2024,September,Customer_138,TCK100269,Technical,78,885,2030,Good,FALSE
10/9/2024,2024,September,Customer_278,TCK102388,Billing,37,527,173,Good,FALSE
10/9/2024,2024,September,Customer_81,TCK102772,Technical,73,805,3483,Bad,FALSE
10/9/2024,2024,September,Customer_399,TCK100477,Complaint,93,924,4270,Good,FALSE
10/9/2024,2024,September,Customer_688,TCK104088,Technical,64,1081,3397,Bad,FALSE
11/9/2024,2024,September,Customer_580,TCK103135,Account,155,1367,914,Bad,FALSE
11/9/2024,2024,September,Customer_300,TCK103977,Complaint,37,712,200,Good,FALSE
12/9/2024,2024,September,Customer_640,TCK100361,Account,69,203,172,Bad,FALSE
12/9/2024,2024,September,Customer_609,TCK100714,General Inquiry,50,1252,2353,Good,FALSE
12/9/2024,2024,September,Customer_329,TCK104036,Billing,195,151,1337,Good,FALSE
12/9/2024,2024,September,Customer_388,TCK104469,Billing,132,549,3023,Bad,FALSE
12/9/2024,2024,September,Customer_474,TCK101272,Account,84,740,1303,Good,FALSE
12/9/2024,2024,September,Customer_567,TCK102612,Technical,147,1166,2686,Good,FALSE
13/9/2024,2024,September,Customer_128,TCK103563,Technical,178,559,534,Bad,FALSE
13/9/2024,2024,September,Customer_611,TCK100860,Complaint,17,218,132,Bad,FALSE
13/9/2024,2024,September,Customer_723,TCK101948,Service Request,88,1185,1496,Bad,FALSE
13/9/2024,2024,September,Customer_520,TCK101722,Account,131,1096,1704,Bad,FALSE
14/9/2024,2024,September,Customer_57,TCK104342,Service Request,45,10,1178,Good,FALSE
14/9/2024,2024,September,Customer_607,TCK101631,Billing,201,144,110,Good,FALSE
14/9/2024,2024,September,Customer_146,TCK103310,Billing,174,1106,180,Good,FALSE
14/9/2024,2024,September,Customer_201,TCK100491,Complaint,12,273,3379,Bad,FALSE
15/9/2024,2024,September,Customer_4,TCK100985,Billing,18,1223,1158,Good,FALSE
15/9/2024,2024,September,Customer_129,TCK100179,Account,155,313,4305,Good,FALSE
15/9/2024,2024,September,Customer_132,TCK102255,Billing,73,1382,2354,Bad,FALSE
15/9/2024,2024,September,Customer_217,TCK101533,Technical,2,459,1380,Good,FALSE
15/9/2024,2024,September,Customer_184,TCK100683,Billing,131,104,2023,Good,FALSE
15/9/2024,2024,September,Customer_421,TCK102959,Billing,158,121,947,Good,FALSE
16/9/2024,2024,September,Customer_740,TCK102788,Technical,113,235,218,Bad,FALSE
16/9/2024,2024,September,Customer_708,TCK103943,Account,10,420,4133,Good,FALSE
16/9/2024,2024,September,Customer_546,TCK102753,Service Request,162,1203,751,Bad,FALSE
16/9/2024,2024,September,Customer_738,TCK103572,Billing,90,1043,2874,Good,FALSE
16/9/2024,2024,September,Customer_327,TCK102415,Service Request,58,1237,4136,Good,FALSE
16/9/2024,2024,September,Customer_189,TCK102971,Account,71,356,3283,Good,FALSE
16/9/2024,2024,September,Customer_521,TCK102984,Technical,5,225,1934,Good,FALSE
16/9/2024,2024,September,Customer_230,TCK103644,Technical,19,121,2782,Good,FALSE
17/9/2024,2024,September,Customer_491,TCK101085,Complaint,102,972,3493,Good,FALSE
17/9/2024,2024,September,Customer_762,TCK102784,Account,103,1200,3161,Bad,FALSE
17/9/2024,2024,September,Customer_226,TCK104523,Technical,19,743,832,Bad,FALSE
17/9/2024,2024,September,Customer_41,TCK102540,Complaint,176,327,3916,Good,FALSE
17/9/2024,2024,September,Customer_513,TCK101570,Service Request,88,505,1114,Bad,FALSE
17/9/2024,2024,September,Customer_146,TCK101932,General Inquiry,134,1145,1593,Good,FALSE
17/9/2024,2024,September,Customer_160,TCK101271,Technical,24,753,2638,Bad,FALSE
17/9/2024,2024,September,Customer_618,TCK100989,Account,193,576,1564,Good,FALSE
17/9/2024,2024,September,Customer_620,TCK102656,Account,33,529,1427,Good,FALSE
18/9/2024,2024,September,Customer_486,TCK103196,Technical,223,69,3375,Good,FALSE
18/9/2024,2024,September,Customer_655,TCK104175,Account,26,1198,3881,Good,FALSE
18/9/2024,2024,September,Customer_529,TCK101597,Service Request,176,98,1968,Good,FALSE
18/9/2024,2024,September,Customer_499,TCK102323,General Inquiry,110,245,836,Good,FALSE
18/9/2024,2024,September,Customer_632,TCK103201,Account,85,694,1088,Good,FALSE
18/9/2024,2024,September,Customer_202,TCK104371,Service Request,130,1424,4145,Bad,FALSE
18/9/2024,2024,September,Customer_74,TCK103398,Billing,78,1271,1371,Good,FALSE
19/9/2024,2024,September,Customer_1,TCK102214,Account,18,365,3256,Good,FALSE
19/9/2024,2024,September,Customer_699,TCK102411,Service Request,220,528,3114,Good,FALSE
19/9/2024,2024,September,Customer_235,TCK100262,Account,182,570,3833,Good,FALSE
19/9/2024,2024,September,Customer_665,TCK103738,Technical,16,1055,2027,Good,FALSE
19/9/2024,2024,September,Customer_200,TCK102141,General Inquiry,86,1345,452,Bad,FALSE
20/9/2024,2024,September,Customer_705,TCK101825,Account,49,831,1921,Good,FALSE
20/9/2024,2024,September,Customer_490,TCK101237,Technical,66,408,581,Bad,FALSE
20/9/2024,2024,September,Customer_607,TCK101214,Billing,179,934,3353,Good,FALSE
20/9/2024,2024,September,Customer_16,TCK103544,Account,93,1302,1209,Bad,FALSE
20/9/2024,2024,September,Customer_617,TCK102265,General Inquiry,156,150,2068,Good,FALSE
20/9/2024,2024,September,Customer_296,TCK100415,Billing,103,191,734,Good,FALSE
21/9/2024,2024,September,Customer_406,TCK100565,Account,39,142,1328,Good,FALSE
21/9/2024,2024,September,Customer_453,TCK103570,Technical,50,749,818,Good,FALSE
21/9/2024,2024,September,Customer_42,TCK103001,Complaint,115,1260,1137,Good,FALSE
21/9/2024,2024,September,Customer_145,TCK103117,Technical,52,639,2471,Bad,FALSE
21/9/2024,2024,September,Customer_581,TCK103992,Technical,89,1183,2395,Good,FALSE
22/9/2024,2024,September,Customer_556,TCK104025,Billing,17,323,1032,Good,FALSE
22/9/2024,2024,September,Customer_421,TCK101485,Service Request,97,584,1687,Bad,FALSE
22/9/2024,2024,September,Customer_694,TCK102355,Account,205,500,665,Good,FALSE
22/9/2024,2024,September,Customer_700,TCK103292,Service Request,218,1023,3846,Bad,FALSE
22/9/2024,2024,September,Customer_787,TCK104348,Technical,118,717,2992,Good,FALSE
23/9/2024,2024,September,Customer_13,TCK103468,Billing,142,1155,3240,Good,FALSE
23/9/2024,2024,September,Customer_285,TCK103863,Complaint,116,737,1050,Bad,FALSE
23/9/2024,2024,September,Customer_305,TCK102086,General Inquiry,38,40,3583,Bad,FALSE
23/9/2024,2024,September,Customer_381,TCK101557,General Inquiry,119,129,421,Good,FALSE
24/9/2024,2024,September,Customer_42,TCK103142,Technical,91,142,1404,Good,FALSE
24/9/2024,2024,September,Customer_433,TCK100772,Billing,18,642,2964,Good,FALSE
24/9/2024,2024,September,Customer_530,TCK101327,Complaint,57,906,2524,Good,FALSE
24/9/2024,2024,September,Customer_763,TCK103257,Account,210,1215,2883,Good,FALSE
24/9/2024,2024,September,Customer_534,TCK100201,Service Request,149,947,3883,Good,FALSE
24/9/2024,2024,September,Customer_673,TCK101414,Service Request,162,225,3014,Bad,FALSE
24/9/2024,2024,September,Customer_169,TCK102938,Billing,237,726,632,Bad,FALSE
24/9/2024,2024,September,Customer_533,TCK101901,Billing,49,1174,1412,Good,FALSE
24/9/2024,2024,September,Customer_708,TCK100503,General Inquiry,193,670,4311,Bad,FALSE
24/9/2024,2024,September,Customer_11,TCK102956,Technical,190,14,2892,Good,FALSE
24/9/2024,2024,September,Customer_732,TCK103312,General Inquiry,9,909,2138,Good,FALSE
25/9/2024,2024,September,Customer_353,TCK102982,Billing,230,742,2182,Bad,FALSE
25/9/2024,2024,September,Customer_39,TCK100425,Technical,2,1194,2769,Good,FALSE
26/9/2024,2024,September,Customer_422,TCK102811,Service Request,163,812,1491,Good,FALSE
26/9/2024,2024,September,Customer_482,TCK101944,Complaint,164,640,181,Good,FALSE
